iter	RMSE
448	1945.575825
449	1945.340602
450	1945.11649
451	1944.781438
452	1944.439514
453	1944.122666
454	1943.757149
455	1943.498791
456	1943.19727
457	1942.902908
458	1942.674691
459	1942.297568
460	1941.937283
461	1941.3623
462	1941.120578
463	1940.916223
464	1940.664922
465	1940.467831
466	1940.133397
467	1939.865029
468	1939.651738
469	1939.273811
470	1938.960407
471	1938.738238
472	1938.186822
473	1938.02911
474	1937.644815
475	1937.190249
476	1936.911116
477	1936.667951
478	1936.383166
479	1936.137384
480	1935.949945
481	1935.680251
482	1935.215731
483	1934.769315
484	1934.599843
485	1934.327425
486	1933.991396
487	1933.762814
488	1933.521317
489	1933.376274
490	1933.141633
491	1932.904874
492	1932.711008
493	1932.224917
494	1932.05033
495	1931.791717
496	1931.439654
497	1931.236239
498	1930.948905
499	1930.692875
500	1930.365247
501	1930.174179
502	1929.886498
503	1929.557757
504	1929.372287
505	1929.17115
506	1928.637379
507	1928.326005
508	1928.020866
509	1927.615288
510	1927.275389
511	1927.085321
512	1926.857872
513	1926.394163
514	1926.153217
515	1925.839559
516	1925.544013
517	1925.358564
518	1925.145836
519	1924.958278
520	1924.573163
521	1924.36478
522	1924.145127
523	1923.919709
524	1923.544239
525	1923.264198
526	1923.04955
527	1922.805564
528	1922.594619
529	1922.251884
530	1922.042448
531	1921.80862
532	1921.483684
533	1921.273375
534	1920.864489
535	1920.573482
536	1920.339239
537	1920.058089
538	1919.680198
539	1919.394227
540	1919.149706
541	1918.873967
542	1918.466136
543	1918.156225
544	1917.967529
545	1917.766157
546	1917.524374
547	1917.358193
548	1917.115603
549	1916.952846
550	1916.65672
551	1916.244484
552	1916.036412
553	1915.697186
554	1915.323813
555	1914.972967
556	1914.601851
557	1914.369619
558	1914.086369
559	1913.874127
560	1913.529867
561	1913.18883
562	1912.962481
563	1912.721105
564	1912.526707
565	1912.397871
566	1912.213171
567	1911.782874
568	1911.544691
569	1911.093592
570	1910.804909
571	1910.39183
572	1909.894505
573	1909.747965
574	1909.483741
575	1909.288804
576	1909.046107
577	1908.892398
578	1908.570886
579	1908.392075
580	1908.023044
581	1907.671278
582	1907.469516
583	1907.058007
584	1906.863285
585	1906.621445
586	1906.374271
587	1906.066796
588	1905.902014
589	1905.696143
590	1905.445029
591	1905.030468
592	1904.677289
593	1904.368826
594	1904.130109
595	1903.930817
596	1903.741187
597	1903.326319
598	1903.181354
599	1902.956827
600	1902.58308
601	1902.137456
602	1901.764538
603	1901.583137
604	1901.453503
605	1901.192222
606	1900.972112
607	1900.657496
608	1900.487
609	1900.35917
610	1900.020293
611	1899.809091
612	1899.409536
613	1899.21174
614	1899.053976
615	1898.918529
616	1898.586641
617	1898.325864
618	1898.081671
619	1897.773321
620	1897.518915
621	1897.33997
622	1897.116716
623	1896.835323
624	1896.61693
625	1896.438992
626	1896.007304
627	1895.834429
628	1895.71016
629	1895.502567
630	1895.229044
631	1895.013031
632	1894.704177
633	1894.456386
634	1894.304539
635	1894.032862
636	1893.840221
637	1893.657143
638	1893.513936
639	1893.352722
640	1893.194826
641	1892.91888
642	1892.713275
643	1892.58071
644	1892.442182
645	1892.339184
646	1892.032443
647	1891.776619
648	1891.657358
649	1891.452685
650	1891.262441
651	1891.121853
652	1890.960532
653	1890.760216
654	1890.600981
655	1890.445702
656	1890.244482
657	1889.997947
658	1889.865134
659	1889.691413
660	1889.482877
661	1889.330334
662	1889.068775
663	1888.889097
664	1888.62079
665	1888.360684
666	1888.104701
667	1887.706752
668	1887.514235
669	1887.267743
670	1887.082609
671	1886.855447
672	1886.458784
673	1886.317803
674	1886.057317
675	1885.835273
676	1885.649457
677	1885.379982
678	1885.158197
679	1884.996803
680	1884.898982
681	1884.744283
682	1884.531536
683	1884.288685
684	1884.10191
685	1883.979741
686	1883.870398
687	1883.670365
688	1883.543229
689	1883.176348
690	1883.025857
691	1882.875208
692	1882.75002
693	1882.506342
694	1882.309621
695	1882.149284
696	1881.801636
697	1881.681448
698	1881.512048
699	1881.370584
700	1881.156585
701	1880.883203
702	1880.70654
703	1880.502322
704	1880.22689
705	1880.134788
706	1879.966699
707	1879.829975
708	1879.559606
709	1879.218728
710	1879.0549
711	1878.967503
712	1878.782874
713	1878.561196
714	1878.412277
715	1878.284281
716	1878.083899
717	1877.911648
718	1877.803163
719	1877.492088
720	1877.334236
721	1877.178272
722	1876.955383
723	1876.798474
724	1876.640774
725	1876.49285
726	1876.181849
727	1875.83353
728	1875.627488
729	1875.392577
730	1875.206878
731	1874.973171
732	1874.755713
733	1874.678312
734	1874.514057
735	1874.231754
736	1873.927472
737	1873.800118
738	1873.508435
739	1873.221224
740	1873.102388
741	1872.841795
742	1872.710436
743	1872.377734
744	1872.201399
745	1872.076021
746	1871.888957
747	1871.711198
748	1871.527338
749	1871.386746
750	1871.14081
751	1870.930666
752	1870.716308
753	1870.556866
754	1870.432432
755	1870.317968
756	1870.171164
757	1869.766092
758	1869.683227
759	1869.498932
760	1869.350602
761	1869.196698
762	1869.10598
763	1868.991363
764	1868.860348
765	1868.62791
766	1868.414869
767	1868.10173
768	1867.878437
769	1867.708028
770	1867.618433
771	1867.488473
772	1867.319028
773	1867.162776
774	1867.046029
775	1866.911871
776	1866.603596
777	1866.432914
778	1866.281894
779	1866.023807
780	1865.903265
781	1865.789991
782	1865.549981
783	1865.422819
784	1865.252806
785	1865.04443
786	1864.862712
787	1864.695038
788	1864.569389
789	1864.328977
790	1864.244204
791	1864.10997
792	1863.940015
793	1863.81738
794	1863.721894
795	1863.458323
796	1863.31391
797	1863.182807
798	1862.995693
799	1862.874022
800	1862.605676
801	1862.411474
802	1862.289824
803	1862.183798
804	1862.021675
805	1861.746592
806	1861.536906
807	1861.32407
808	1861.210974
809	1861.052285
810	1860.765179
811	1860.617762
812	1860.536379
813	1860.413476
814	1860.310925
815	1860.151474
816	1860.002082
817	1859.810621
818	1859.541035
819	1859.375872
820	1859.177206
821	1858.948232
822	1858.756041
823	1858.596534
824	1858.4012
825	1858.208368
826	1858.076193
827	1857.910437
828	1857.764524
829	1857.678149
830	1857.502926
831	1857.430277
832	1857.204125
833	1857.009375
834	1856.840071
835	1856.682581
836	1856.510553
837	1856.344277
838	1856.098656
839	1856.003398
840	1855.846977
841	1855.652337
842	1855.493262
843	1855.336838
844	1855.193156
845	1855.096517
846	1854.832147
847	1854.730841
848	1854.510023
849	1854.363526
850	1854.174768
851	1853.950791
852	1853.841813
853	1853.714781
854	1853.598517
855	1853.497872
856	1853.306609
857	1853.125407
858	1853.031005
859	1852.881834
860	1852.682306
861	1852.475148
862	1852.32012
863	1852.142998
864	1851.946582
865	1851.804496
866	1851.54982
867	1851.36204
868	1851.257187
869	1851.061655
870	1850.951365
871	1850.833039
872	1850.684066
873	1850.57185
874	1850.511596
875	1850.371655
876	1850.288035
877	1850.139005
878	1849.893986
879	1849.747489
880	1849.589355
881	1849.503557
882	1849.422814
883	1849.263937
884	1849.120318
885	1848.997879
886	1848.923982
887	1848.761812
888	1848.651418
889	1848.527151
890	1848.286344
891	1848.220777
892	1848.036518
893	1847.92798
894	1847.754914
895	1847.645927
896	1847.530716
897	1847.319935
898	1847.086025
899	1846.940846
900	1846.808226
901	1846.652376
902	1846.424401
903	1846.258964
904	1846.123483
905	1845.977944
906	1845.834383
907	1845.711871
908	1845.563519
909	1845.400555
910	1845.267312
911	1845.127928
912	1844.94555
913	1844.807629
914	1844.724849
915	1844.535602
916	1844.428617
917	1844.329481
918	1844.160032
919	1844.025747
920	1843.914111
921	1843.757927
922	1843.686338
923	1843.566999
924	1843.487474
925	1843.318947
926	1843.233579
927	1843.071375
928	1842.850908
929	1842.680128
930	1842.560205
931	1842.454595
932	1842.344823
933	1842.230867
934	1842.079733
935	1841.913345
936	1841.785972
937	1841.668195
938	1841.461083
939	1841.163013
940	1840.991299
941	1840.926639
942	1840.817639
943	1840.656892
944	1840.522048
945	1840.445697
946	1840.284208
947	1840.202575
948	1840.08926
